,SCC,last_edited_date,activity_value_required?,code_description,data_category,date_created,ert_valid,history,last_inventory_year,last_updated_date,map_to,option_group,option_set,scc_level_one,scc_level_two,scc_level_three,scc_level_four,sector,short_name,status,tier_1_code,tier_1_description,tier_2_code,tier_2_description,tier_3_code,tier_3_description,usage_notes,Unnamed:_27,scc_unit_type,scc_fuel_type
204,10200908,"Jul 29, 2021 8:57:24 PM",No,,Point,9/26/2001,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Wood/Bark Waste,Wood-fired Boiler - Dry Wood (<20% moisture),"Fuel Comb - Industrial Boilers, ICEs - Biomass",ExComb Ind Wood/BarkWaste SeeSCCLev4,Active,2.0,Fuel Comb. Industrial,4.0,Other,1.0,Wood/Bark Waste,,,Wood-fired Boiler - Dry Wood (<20% moisture),Wood/Bark Waste
205,10200910,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Wood/Bark Waste,Fuel cell/Dutch oven boilers,"Fuel Comb - Industrial Boilers, ICEs - Biomass",ExComb Ind Wood/BarkWaste SeeSCCLev4,Active,2.0,Fuel Comb. Industrial,4.0,Other,1.0,Wood/Bark Waste,,,Fuel cell/Dutch oven boilers,Wood/Bark Waste
206,10200911,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Wood/Bark Waste,Stoker boilers,"Fuel Comb - Industrial Boilers, ICEs - Biomass",ExComb Ind Wood/BarkWaste Stokerboilers,Active,2.0,Fuel Comb. Industrial,4.0,Other,1.0,Wood/Bark Waste,,,Stoker boilers,Wood/Bark Waste
207,10200912,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Wood/Bark Waste,Fluidized bed combustion boiler,"Fuel Comb - Industrial Boilers, ICEs - Biomass",ExComb Ind Wood/BarkWaste FluidizedbedCombboiler,Active,2.0,Fuel Comb. Industrial,4.0,Other,1.0,Wood/Bark Waste,,,Fluidized bed combustion boiler,Wood/Bark Waste
208,10201001,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Liquified Petroleum Gas (LPG),Butane,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind LiqudPetrolGas(LPG) Butane,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,Boiler,Liquified Petroleum Gas (LPG)
209,10201002,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Liquified Petroleum Gas (LPG),Propane,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind LiqudPetrolGas(LPG) Propane,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,Boiler,Liquified Petroleum Gas (LPG)
210,10201003,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Liquified Petroleum Gas (LPG),Butane/Propane Mixture: Specify Percent Butane in Comments,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind LiqudPetrolGas(LPG) SeeSCCLev4,Active,2.0,Fuel Comb. Industrial,3.0,Gas,99.0,Other,,,Boiler,Liquified Petroleum Gas (LPG)
211,10201101,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Bagasse,All Boiler Sizes,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind Bagasse AllBoilerSizes,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,All Boiler Sizes,Bagasse
212,10201201,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Solid Waste,Specify Waste Material in Comments,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind SolidWaste SpecifyWasteMatInComnts,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,Boiler,Solid Waste
213,10201202,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Solid Waste,Refuse Derived Fuel,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind SolidWaste RefuseDerivedFuel,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,Boiler,Solid Waste
214,10201301,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Liquid Waste,Specify Waste Material in Comments,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind LiquWast SpecifyWasteMatInComnts,Active,2.0,Fuel Comb. Industrial,4.0,Other,2.0,Liquid Waste,,,Boiler,Liquid Waste
215,10201302,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Liquid Waste,Waste Oil,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind LiquWast WasteOil,Active,2.0,Fuel Comb. Industrial,4.0,Other,2.0,Liquid Waste,,,Boiler,Liquid Waste
216,10201303,"Jul 29, 2021 8:57:24 PM",No,,Point,8/1/2002,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Liquid Waste,Salable Animal Fat,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind LiquWast SalableAnimalFat,Active,2.0,Fuel Comb. Industrial,4.0,Other,2.0,Liquid Waste,,,Boiler,Liquid Waste
217,10201401,"Nov 13, 2020 3:43:51 AM",No,,Point,,No,Retired in favor of a more detailed technology breakdown.,2018.0,11/13/2020,30600203,,,External Combustion,Industrial: Boilers,CO Boiler,Natural Gas,"Fuel Comb - Industrial Boilers, ICEs - Other",,Retired,2.0,Fuel Comb. Industrial,3.0,Gas,1.0,Natural,,,Boiler,CO Boiler
218,10201402,"Nov 13, 2020 3:43:51 AM",No,,Point,,No,Retired in favor of a more detailed technology breakdown.,2018.0,11/13/2020,30600204,,,External Combustion,Industrial: Boilers,CO Boiler,Process Gas,"Fuel Comb - Industrial Boilers, ICEs - Other",,Retired,2.0,Fuel Comb. Industrial,3.0,Gas,2.0,Process,,,Boiler,CO Boiler
219,10201403,"Nov 13, 2020 3:43:51 AM",No,,Point,,No,Retired in favor of a more detailed technology breakdown.,2018.0,11/13/2020,30600205,,,External Combustion,Industrial: Boilers,CO Boiler,Distillate Oil,"Fuel Comb - Industrial Boilers, ICEs - Other",,Retired,2.0,Fuel Comb. Industrial,2.0,Oil,2.0,Distillate,,,Boiler,CO Boiler
220,10201404,"Nov 13, 2020 3:43:51 AM",No,,Point,,No,Retired in favor of a more detailed technology breakdown.,2018.0,11/13/2020,30600205,,,External Combustion,Industrial: Boilers,CO Boiler,Residual Oil,"Fuel Comb - Industrial Boilers, ICEs - Other",,Retired,2.0,Fuel Comb. Industrial,2.0,Oil,1.0,Residual,,,Boiler,CO Boiler
221,10201501,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Tire-derived Fuel,"Boiler, Stoker","Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind Tire-derivedFuel BoilerStoker,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,"Boiler, Stoker",Tire-derived Fuel
222,10201502,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Tire-derived Fuel,"Boiler, Non-stoker","Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind Tire-derivedFuel BoilerNon-stoker,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,"Boiler, Non-stoker",Tire-derived Fuel
223,10201601,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Methanol,Industrial Boiler,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind Methanol IndustrialBoiler,Active,2.0,Fuel Comb. Industrial,3.0,Gas,99.0,Other,,,Industrial Boiler,Methanol
224,10201701,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Gasoline,Industrial Boiler,"Fuel Comb - Industrial Boilers, ICEs - Other",ExComb Ind Gasoline IndustrialBoiler,Active,2.0,Fuel Comb. Industrial,3.0,Gas,99.0,Other,,,Industrial Boiler,Gasoline
225,10201801,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Kiln-dried biomass,"Boiler, Stoker","Fuel Comb - Industrial Boilers, ICEs - Biomass",ExComb Ind Kiln-driedBiomass BoilerStoker,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,"Boiler, Stoker",Kiln-dried biomass
226,10201802,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Kiln-dried biomass,"Boiler, Non-stoker","Fuel Comb - Industrial Boilers, ICEs - Biomass",ExComb Ind Kiln-driedBiomass BoilerNon-stoker,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,"Boiler, Non-stoker",Kiln-dried biomass
227,10201901,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Wood Residuals,"Boiler, Stoker","Fuel Comb - Industrial Boilers, ICEs - Biomass",ExComb Ind WoodResiduals BoilerStoker,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,"Boiler, Stoker",Wood Residuals
228,10201902,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Industrial: Boilers,Wood Residuals,"Boiler, non-stoker","Fuel Comb - Industrial Boilers, ICEs - Biomass",ExComb Ind WoodResiduals BoilerNon-stoker,Active,2.0,Fuel Comb. Industrial,4.0,Other,99.0,Other,,,"Boiler, non-stoker",Wood Residuals
229,10300101,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Anthracite Coal,Pulverized Coal,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst AnthCoal PulvrzdCoal,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Boiler,Anthracite Coal
230,10300102,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Anthracite Coal,Traveling Grate (Overfeed) Stoker,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst AnthCoal SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Boiler,Anthracite Coal
231,10300103,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Anthracite Coal,Hand-fired,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst AnthCoal Hand-fired,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Boiler,Anthracite Coal
232,10300203,"Nov 13, 2020 3:43:51 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Cyclone Furnace,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal CycloneFurn,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Cyclone Furnace,Bituminous/Subbituminous Coal
233,10300205,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Pulverized Coal: Wet Bottom,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal PulvrzdCoalWetBottom,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Pulverized Coal Wet Bottom,Bituminous/Subbituminous Coal
234,10300206,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Pulverized Coal: Dry Bottom,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal PulvrzdCoalDryBottom,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Pulverized Coal Dry Bottom,Bituminous/Subbituminous Coal
235,10300207,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Overfeed Stoker,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal OverfeedStoker,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Overfeed Stoker,Bituminous/Subbituminous Coal
236,10300208,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Underfeed Stoker,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal UnderfeedStoker,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Underfeed Stoker,Bituminous/Subbituminous Coal
237,10300209,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Spreader Stoker,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal SpreaderStoker,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Spreader Stoker,Bituminous/Subbituminous Coal
238,10300211,"Nov 13, 2020 3:43:52 AM",No,,Point,,No,,2008.0,11/13/2020,10300207,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Overfeed Stoker,Fuel Comb - Comm/Institutional - Coal,,Retired,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Overfeed Stoker,Bituminous/Subbituminous Coal
239,10300214,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Hand-fired,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal Hand-fired,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Hand-fired,Bituminous/Subbituminous Coal
240,10300216,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Pulverized Coal: Dry Bottom (Tangential),Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Pulverized Coal Dry Bottom (Tangential),Bituminous/Subbituminous Coal
241,10300217,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Atmospheric Fluidized Bed Combustion: Bubbling Bed,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Atmospheric Fluidized Bed Combustion Bubbling Bed,Bituminous/Subbituminous Coal
242,10300218,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Bituminous Coal: Atmospheric Fluidized Bed Combustion: Circulating Bed,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst BitCoal SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Atmospheric Fluidized Bed Combustion Circulating Bed,Bituminous/Subbituminous Coal
243,10300221,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Subbituminous Coal: Pulverized Coal: Wet Bottom,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst SubbitCoal PulvrzdCoalWetBottom,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Pulverized Coal Wet Bottom,Bituminous/Subbituminous Coal
244,10300222,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Subbituminous Coal: Pulverized Coal: Dry Bottom,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst SubbitCoal PulvrzdCoalDryBottom,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Pulverized Coal Dry Bottom,Bituminous/Subbituminous Coal
245,10300223,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Subbituminous Coal: Cyclone Furnace,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst SubbitCoal CycloneFurn,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Cyclone Furnace,Bituminous/Subbituminous Coal
246,10300224,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Subbituminous Coal: Spreader Stoker,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst SubbitCoal SpreaderStoker,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Spreader Stoker,Bituminous/Subbituminous Coal
247,10300225,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Subbituminous Coal: Traveling Grate (Overfeed) Stoker,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst SubbitCoal SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Traveling Grate (Overfeed) Stoker,Bituminous/Subbituminous Coal
248,10300226,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Bituminous/Subbituminous Coal,Subbituminous Coal: Pulverized Coal: Dry Bottom (Tangential),Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst SubbitCoal SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Pulverized Coal Dry Bottom (Tangential),Bituminous/Subbituminous Coal
249,10300300,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Lignite,Pulverized Coal: Wet Bottom,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst Lignite PulvrzdCoalWetBottom,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Wet Bottom,Lignite
250,10300305,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Lignite,"Pulverized Coal: Dry Bottom, Wall Fired",Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst Lignite SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,"Dry Bottom, Wall Fired",Lignite
251,10300306,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Lignite,"Pulverized Coal: Dry Bottom, Tangential Fired",Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst Lignite SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,"Dry Bottom, Tangential Fired",Lignite
252,10300307,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Lignite,Traveling Grate (Overfeed) Stoker,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst Lignite SeeSCCLev4,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Boiler,Lignite
253,10300309,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Lignite,Spreader Stoker,Fuel Comb - Comm/Institutional - Coal,ExComb Comm/Inst Lignite SpreaderStoker,Active,3.0,Fuel Comb. Other,1.0,Commercial/Institutional Coal,99.0,Other,,,Boiler,Lignite
254,10300401,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Residual Oil,Residual Oil - Grade 6: Boiler,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst ResidualOilGrade6 Boiler,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler,Residual Oil
255,10300402,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Residual Oil,10-100 Million BTU/hr,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst ResidualOil 10-100MillionBTU/hr,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler,Residual Oil
256,10300403,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Residual Oil,< 10 Million BTU/hr,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst ResidualOil <10MillionBTU/hr,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler,Residual Oil
257,10300404,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Residual Oil,Grade 5 Oil,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst ResidualOil Grade5Oil,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler,Residual Oil
258,10300405,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Residual Oil,Boiler > 100 Million BTU/hr,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst ResidualOil Boiler>100M Btu/hr,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler > 100 Million BTU/hr,Residual Oil
259,10300501,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Distillate Oil,Distillate Oil - Grades 1 and 2: Boiler,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst DistillateOilGrades1&2 Boiler,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler,Distillate Oil
260,10300502,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Distillate Oil,10-100 Million BTU/hr,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst DistOil 10-100MillionBTU/hr,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler,Distillate Oil
261,10300503,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Distillate Oil,< 10 Million BTU/hr,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst DistOil <10MillionBTU/hr,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler,Distillate Oil
262,10300504,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Distillate Oil,Grade 4 Oil,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst DistOil Grade4Oil,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler,Distillate Oil
263,10300505,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Distillate Oil,Boiler > 100 Million BTU/hr,Fuel Comb - Comm/Institutional - Oil,ExComb Comm/Inst DistOil Boiler>100M Btu/hr,Active,3.0,Fuel Comb. Other,2.0,Commercial/Institutional Oil,99.0,Other,,,Boiler > 100 Million BTU/hr,Distillate Oil
264,10300601,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Natural Gas,> 100 Million BTU/hr,Fuel Comb - Comm/Institutional - Natural Gas,ExComb Comm/Inst NatGas >100MillionBTU/hr,Active,3.0,Fuel Comb. Other,3.0,Commercial/Institutional Gas,99.0,Other,,,Boiler,Natural Gas
265,10300602,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Natural Gas,10-100 Million BTU/hr,Fuel Comb - Comm/Institutional - Natural Gas,ExComb Comm/Inst NatGas 10-100MillionBTU/hr,Active,3.0,Fuel Comb. Other,3.0,Commercial/Institutional Gas,99.0,Other,,,Boiler,Natural Gas
266,10300603,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Natural Gas,< 10 Million BTU/hr,Fuel Comb - Comm/Institutional - Natural Gas,ExComb Comm/Inst NatGas <10MillionBTU/hr,Active,3.0,Fuel Comb. Other,3.0,Commercial/Institutional Gas,99.0,Other,,,Boiler,Natural Gas
267,10300701,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Process Gas,POTW Digester Gas-fired Boiler,Fuel Comb - Comm/Institutional - Other,ExComb Comm/Inst ProcGas POTWDigesterGasFiredBoilr,Active,3.0,Fuel Comb. Other,3.0,Commercial/Institutional Gas,99.0,Other,,,POTW Digester Gas-fired Boiler,Process Gas
268,10300799,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Process Gas,Other Not Classified,Fuel Comb - Comm/Institutional - Other,ExComb Comm/Inst ProcGas OtherNEC,Active,3.0,Fuel Comb. Other,3.0,Commercial/Institutional Gas,99.0,Other,,,Boiler,Process Gas
269,10300811,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Landfill Gas,Landfill Gas,Fuel Comb - Comm/Institutional - Other,ExComb Comm/Inst LandfillGas LandfillGas,Active,3.0,Fuel Comb. Other,4.0,Misc. Fuel Comb. (Except Residential),99.0,Other,,,Boiler,Landfill Gas
270,10300901,"Nov 13, 2020 3:43:52 AM",No,,Point,,Yes,,,11/13/2020,,,,External Combustion,Commercial/Institutional: Boilers,Wood/Bark Waste,Bark-fired Boiler,Fuel Comb - Comm/Institutional - Biomass,ExComb Comm/Inst Wood/BarkWaste BarkFiredBoiler,Active,3.0,Fuel Comb. Other,4.0,Misc. Fuel Comb. (Except Residential),99.0,Other,,,Bark-fired Boiler,Wood/Bark Waste
