,SCC,last_edited_date,activity_value_required?,code_description,data_category,date_created,ert_valid,history,last_inventory_year,last_updated_date,map_to,option_group,option_set,scc_level_one,scc_level_two,scc_level_three,scc_level_four,sector,short_name,status,tier_1_code,tier_1_description,tier_2_code,tier_2_description,tier_3_code,tier_3_description,usage_notes,Unnamed:_27,unit_type,fuel_type
5187,30400614,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Magnesium,Dow Seawater Process: Regenerative Furnaces,Industrial Processes - Non-ferrous Metals,2ary Metal Magnesium SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5197,30400701,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Electric Arc Furnace,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries ElecArcFurn,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5198,30400702,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Open Hearth Furnace,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries OpenHearthFurn,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5199,30400703,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Open Hearth Furnace with Oxygen Lance,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries OpenHearthFurnW/O2Lance,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5200,30400704,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Heat Treating Furnace,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries HeatTreatingFurn,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5201,30400705,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Electric Induction Furnace,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries ElecInductionFurn,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5203,30400707,"Aug 9, 2018 11:53:37 PM",No,,Point,,No,,2005.0,3/20/2012,30400717,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Core Ovens,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5213,30400717,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Core Ovens,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries CoreOvens,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5214,30400718,"Aug 9, 2018 11:53:37 PM",No,,Point,,No,,2005.0,3/20/2012,30400717,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Core Ovens,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5215,30400720,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Sand Dryer,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries SandDryr,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5224,30400732,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Electric Arc Furnace: Baghouse,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries ElecArcFurnBaghouse,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5225,30400733,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Electric Arc Furnace: Baghouse Dust Handling,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5230,30400740,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Reheating Furnace: Natural Gas,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries ReHeatgFurnNatGas,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5233,30400743,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Pneumatic Converter Furnace,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries PneumatcConverterFurn,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5235,30400745,"Oct 29, 2020 10:27:10 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Foundries,Fugitive Emissions: Furnace,Industrial Processes - Ferrous Metals,2ary Metal SteelFoundries FugitvFurn,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5244,30400801,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Retort Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc RetortFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5245,30400802,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Horizontal Muffle Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc HorizontalMuffleFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5246,30400803,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Pot Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc PotFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5248,30400806,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Calcining Kiln,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc CalciningKiln,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5249,30400807,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Concentrate Dryer,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc ConcDryr,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5250,30400809,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Rotary Sweat Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc RotSweatFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5251,30400810,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Muffle Sweat Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc MuffleSweatFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5252,30400811,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Electric Resistance Sweat Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc ElecResistanceSweatFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5254,30400814,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Kettle-Sweat Furnace: Clean Metallic Scrap,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc Kettle-SweatFurnCleanMetallicScrap,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5255,30400818,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Reverberatory Sweat Furnace: Clean Metallic Scrap,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5256,30400824,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Kettle-Sweat Furnace: General Metallic Scrap,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5257,30400828,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Reverberatory Sweat Furnace: General Metallic Scrap,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5258,30400834,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Kettle-Sweat Furnace: Residual Metallic Scrap,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5259,30400838,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Reverberatory Sweat Furnace: Residual Metallic Scrap,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5262,30400842,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Scrap Melting: Reverberatory Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc ScrapMeltingReverbrtoryFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5263,30400843,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Scrap Melting: Electric Induction Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc ScrapMeltingElecInductionFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5264,30400851,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Retort and Muffle Distillation: Pouring,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc Retort&MuffleDistilPouring,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5265,30400852,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Retort and Muffle Distillation: Casting,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc Retort&MuffleDistilCasting,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5266,30400853,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Graphite Rod Distillation,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc GraphiteRodDistil,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5267,30400854,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Retort Distillation/Oxidation,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc RetortDistil/Oxidatn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5268,30400855,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Muffle Distillation/Oxidation,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc MuffleDistil/Oxidatn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5275,30400867,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Kettle (Pot) Melting Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc KettlePotMeltingFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5276,30400868,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Crucible Melting Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc CrucibleMeltingFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5277,30400869,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Reverberatory Melting Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc ReverbrtoryMeltingFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5278,30400870,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Electric Induction Melting Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc ElecInductionMeltingFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5279,30400871,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Alloying Retort Distillation,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc AlloyingRetortDistil,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5280,30400872,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Zinc,Retort and Muffle Distillation,Industrial Processes - Non-ferrous Metals,2ary Metal Zinc Retort&MuffleDistil,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5282,30400874,"Aug 9, 2018 11:53:37 PM",No,,Point,,No,,2005.0,3/20/2012,30400853,,,Industrial Processes,Secondary Metal Production,Zinc,Graphite Rod Distillation,Industrial Processes - Non-ferrous Metals,,Retired,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5283,30400875,"Aug 9, 2018 11:53:37 PM",No,,Point,,No,,2005.0,3/20/2012,30400854,,,Industrial Processes,Secondary Metal Production,Zinc,Retort Distillation/Oxidation,Industrial Processes - Non-ferrous Metals,,Retired,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5284,30400876,"Aug 9, 2018 11:53:37 PM",No,,Point,,No,,2005.0,3/20/2012,30400855,,,Industrial Processes,Secondary Metal Production,Zinc,Muffle Distillation/Oxidation,Industrial Processes - Non-ferrous Metals,,Retired,5,Metals Processing,1,Non-Ferrous Metals Processing,3,Zinc,,,,
5289,30401001,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Flux Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Nickel FluxFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5291,30401004,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Heat Treat Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Nickel HeatTreatFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5292,30401005,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Induction Furnace (Inlet Air),Industrial Processes - Non-ferrous Metals,2ary Metal Nickel InductionFurnInletAir,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5293,30401006,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Induction Furnace (Under Vacuum),Industrial Processes - Non-ferrous Metals,2ary Metal Nickel InductionFurnUnderVacuum,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5294,30401007,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Electric Arc Furnace with Carbon Electrode,Industrial Processes - Non-ferrous Metals,2ary Metal Nickel ElecArcFurnW/CarbonElectrode,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5295,30401008,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Electric Arc Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Nickel ElecArcFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5300,30401017,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Reverberatory Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Nickel ReverbrtoryFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5301,30401018,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Electric Furnace,Industrial Processes - Non-ferrous Metals,2ary Metal Nickel ElecFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5304,30401062,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Nickel,Reverberatory Furnace: Fugitive Emissions,Industrial Processes - Non-ferrous Metals,2ary Metal Nickel ReverbrtoryFurnFugitv,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,99,Other,,,,
5309,30401511,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Melting and Refining,Industrial Processes - Ferrous Metals,2ary Metal SteelManf EAFCarbonSteelMeltg&Refing,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5310,30401512,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Charging,Industrial Processes - Ferrous Metals,2ary Metal SteelManf EAFCarbonSteelCharg,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5311,30401513,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Tapping,Industrial Processes - Ferrous Metals,2ary Metal SteelManf EAFCarbonSteelTappng,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5312,30401514,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,"Electric Arc Furnace (EAF): Carbon Steel: Charging, Melting and Refining, Tapping",Industrial Processes - Ferrous Metals,2ary Metal SteelManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5313,30401515,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Melt Shop Roof Monitor,Industrial Processes - Ferrous Metals,2ary Metal SteelManf EAFCarbonSteelMeltShopRoofMon,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5314,30401516,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Dust Handling Control System,Industrial Processes - Ferrous Metals,2ary Metal SteelManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5315,30401517,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Carbon Steel: Dust Handling Fugitive Emissions,Industrial Processes - Ferrous Metals,2ary Metal SteelManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5316,30401521,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Specialty Steel: Melting and Refining,Industrial Processes - Ferrous Metals,2ary Metal SteelManf EAFSpecialtySteelMeltg&Refing,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5317,30401522,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Specialty Steel: Charging,Industrial Processes - Ferrous Metals,2ary Metal SteelManf EAFSpecialtySteelCharg,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5318,30401523,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Specialty Steel: Tapping,Industrial Processes - Ferrous Metals,2ary Metal SteelManf EAFSpecialtySteelTappng,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5319,30401524,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,"Electric Arc Furnace (EAF): Specialty Steel: Charging, Melting and Refining, Tapping",Industrial Processes - Ferrous Metals,2ary Metal SteelManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5320,30401525,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Specialty Steel: Melt Shop Roof Monitor,Industrial Processes - Ferrous Metals,2ary Metal SteelManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5321,30401526,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Specialty Steel: Dust Handling Control System,Industrial Processes - Ferrous Metals,2ary Metal SteelManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5322,30401527,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Steel Manufacturing,Electric Arc Furnace (EAF): Specialty Steel: Dust Handling Fugitive Emissions,Industrial Processes - Ferrous Metals,2ary Metal SteelManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,2,Secondary,,,,
5326,30402004,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Furnace Electrode Manufacture,Bake Furnaces,Industrial Processes - NEC,2ary Metal FurnaceElectrodeManf BakeFurns,Active,5,Metals Processing,3,Metals Processing NEC,99,Other,,,,
5329,30402201,"Oct 29, 2020 10:27:11 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Metal Heat Treating,Furnace: General,Industrial Processes - Non-ferrous Metals,2ary Metal HeatTreating FurnGeneral,Active,5,Metals Processing,3,Metals Processing NEC,99,Other,,,,
5333,30404901,"Oct 29, 2020 10:27:12 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Miscellaneous Casting and Fabricating,Wax Burnout Oven,Industrial Processes - Non-ferrous Metals,2ary Metal MiscCasting&Fabricating WaxBurnoutOven,Active,5,Metals Processing,3,Metals Processing NEC,99,Other,,,,
5334,30404902,"Aug 9, 2018 11:56:02 PM",No,,Point,,No,,2005.0,3/20/2012,30404901,,,Industrial Processes,Secondary Metal Production,Miscellaneous Casting and Fabricating,Wax Burnout Oven,Industrial Processes - Non-ferrous Metals,,Retired,5,Metals Processing,3,Metals Processing NEC,99,Other,,,,
5335,30404999,"Aug 9, 2018 11:56:02 PM",No,,Point,,No,,2005.0,3/20/2012,30404901,,,Industrial Processes,Secondary Metal Production,Miscellaneous Casting and Fabricating,Wax Burnout Oven,Industrial Processes - Non-ferrous Metals,,Retired,5,Metals Processing,3,Metals Processing NEC,99,Other,,,,
5350,30490001,"Oct 29, 2020 10:27:12 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Fuel Fired Equipment,Distillate Oil (No. 2): Process Heaters,Industrial Processes - Non-ferrous Metals,2ary Metal FuelFiredEquip DistOilNo.2ProcHtr,Active,2,Fuel Comb. Industrial,2,Oil,2,Distillate,,,,
5351,30490002,"Oct 29, 2020 10:27:12 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Fuel Fired Equipment,Residual Oil: Process Heaters,Industrial Processes - Non-ferrous Metals,2ary Metal FuelFiredEquip ResidOilProcHeaters,Active,2,Fuel Comb. Industrial,2,Oil,1,Residual,,,,
5352,30490003,"Oct 29, 2020 10:27:12 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Fuel Fired Equipment,Natural Gas: Process Heaters,Industrial Processes - Non-ferrous Metals,2ary Metal FuelFiredEquip NatGasProcHeaters,Active,2,Fuel Comb. Industrial,3,Gas,1,Natural,,,,
5353,30490004,"Oct 29, 2020 10:27:12 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Fuel Fired Equipment,Process Gas: Process Heaters,Industrial Processes - Non-ferrous Metals,2ary Metal FuelFiredEquip ProcGasProcHeaters,Active,2,Fuel Comb. Industrial,3,Gas,2,Process,,,,
5354,30490011,"Oct 29, 2020 10:27:12 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Fuel Fired Equipment,Distillate Oil (No. 2): Incinerators,Industrial Processes - Non-ferrous Metals,2ary Metal FuelFiredEquip DistOilNo.2Incins,Active,2,Fuel Comb. Industrial,2,Oil,2,Distillate,,,,
5355,30490012,"Oct 29, 2020 10:27:12 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Fuel Fired Equipment,Residual Oil: Incinerators,Industrial Processes - Non-ferrous Metals,2ary Metal FuelFiredEquip ResidOilIncins,Active,2,Fuel Comb. Industrial,2,Oil,1,Residual,,,,
5356,30490013,"Oct 29, 2020 10:27:12 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Secondary Metal Production,Fuel Fired Equipment,Natural Gas: Incinerators,Industrial Processes - Non-ferrous Metals,2ary Metal FuelFiredEquip NatGasIncins,Active,2,Fuel Comb. Industrial,3,Gas,1,Natural,,,,
