,SCC,last_edited_date,activity_value_required?,code_description,data_category,date_created,ert_valid,history,last_inventory_year,last_updated_date,map_to,option_group,option_set,scc_level_one,scc_level_two,scc_level_three,scc_level_four,sector,short_name,status,tier_1_code,tier_1_description,tier_2_code,tier_2_description,tier_3_code,tier_3_description,usage_notes,Unnamed:_27,unit_type,fuel_type
1754,2302001200,"Mar 20, 2024 10:39:52 PM",No,,Nonpoint,3/19/2024,No,Added to estimate CC over all methods,,3/19/2024,,CommCook,B,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Total,Poultry,Commercial Cooking,Commercial Cooking: poultry,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Poultry,
1755,2302001300,"Mar 20, 2024 10:40:33 PM",No,,Nonpoint,3/19/2024,No,Added to estimate CC over all methods,,3/19/2024,,CommCook,B,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Total,Pork,Commercial Cooking,Commercial Cooking: pork,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Pork,
1756,2302001400,"Mar 20, 2024 10:41:29 PM",No,,Nonpoint,3/19/2024,No,Added to estimate CC over all methods,,3/19/2024,,CommCook,B,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Total,Seafood,Commercial Cooking,Commercial Cooking: seafood,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Seafood,
1757,2302001500,"Mar 20, 2024 10:41:53 PM",No,,Nonpoint,3/19/2024,No,Added to estimate CC over all methods,,3/19/2024,,CommCook,B,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Total,Other,Commercial Cooking,Commercial Cooking: other,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Other,
1758,2302002000,"Mar 20, 2024 5:40:29 PM",No,,Nonpoint,,No,"Added Option Group, Option Set, shortname",,3/19/2024,,CC_Charbroiling,A,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Charbroiling,Charbroiling Total,Commercial Cooking,Commercial Cooking: Charbroiling Total,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",99.0,Other,,,Charbroiling Total,
1759,2302002100,"Mar 20, 2024 5:41:07 PM",No,,Nonpoint,6/6/2003,No,"Added Option Group, Option Set",,3/19/2024,,CC_Charbroiling,B,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Charbroiling,Conveyorized Charbroiling,Commercial Cooking,Commercial Cooking: Conveyorized Charbroiling,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Conveyorized Charbroiling,
1760,2302002200,"Mar 20, 2024 5:41:39 PM",No,,Nonpoint,6/6/2003,No,"Added Option Group, Option Set",,3/19/2024,,CC_Charbroiling,B,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Charbroiling,Under-fired Charbroiling,Commercial Cooking,Commercial Cooking: Under-fired Charbroiling,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Under-fired Charbroiling,
1761,2302003000,"Jul 29, 2021 8:57:30 PM",No,,Nonpoint,8/16/2002,No,,,5/9/2017,,,,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Frying,Deep Fat Frying,Commercial Cooking,Commercial Cooking: Deep Fat Frying,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Deep Fat Frying,
1762,2302003100,"Jul 29, 2021 8:57:30 PM",No,,Nonpoint,6/6/2003,No,,,4/21/2015,,,,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Frying,Flat Griddle Frying,Commercial Cooking,Commercial Cooking: Flat Griddle Frying,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Flat Griddle Frying,
1763,2302003200,"Jul 29, 2021 8:57:30 PM",No,,Nonpoint,6/6/2003,No,,,4/21/2015,,,,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Frying,Clamshell Griddle Frying,Commercial Cooking,Commercial Cooking: Clamshell Griddle Frying,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,,,Clamshell Griddle Frying,
1764,2302003299,"Jan 16, 2018 10:06:56 AM",No,,Nonpoint,,No,Added technology as no code was available.,,10/31/2017,,,,Industrial Processes,Food and Kindred Products: SIC 20,Commercial Cooking - Frying,Total for all Commercial-Cooking - Frying processes,Commercial Cooking,,Active,7.0,Other Industrial Processes,1.0,"Agriculture, Food, & Kindred Products",10.0,Commercial Cooking,"Report either the Total for"" Commercial Cooking-Frying"" to this code or all individual processes to their individual codes separately (2302003000, 2302003100, and 2302003200). Do not report both TOTAL and individual codes",,Total for all Commercial-Cooking - Frying processes,
1791,2309010000,"Jan 16, 2018 1:10:30 AM",No,,Nonpoint,,No,Retired to consolidate to other not elsewhere classified (NEC),2016.0,3/14/2012,2309000000,,,Industrial Processes,Fabricated Metals: SIC 34,Precious Metals Recovery,Reclamation Furnace,Industrial Processes - NEC,,Retired,7.0,Other Industrial Processes,6.0,Machinery Products,99.0,Other,,,Reclamation Furnace,
1807,2310000440,"Jul 29, 2021 8:57:30 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,All Processes,Saltwater Disposal Engines,Industrial Processes - Oil & Gas Production,Oil & Gas: All Processes; Saltwater Disposal Eng,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,,,Saltwater Disposal Engines,
1812,2310000660,"Oct 21, 2019 11:34:13 PM",No,,Nonpoint,,No,,,4/21/2015,,,,Industrial Processes,Oil and Gas Exploration and Production,All Processes,Hydraulic Fracturing Engines,Industrial Processes - Oil & Gas Production,Oil & Gas: All Processes; Fracking Engines,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,O&G Exploration Tool,,Hydraulic Fracturing Engines,
1815,2310002301,"Jul 29, 2021 8:57:30 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Oil And Gas Production,Flares: Continuous Pilot Light,Industrial Processes - Oil & Gas Production,"Oil & Gas: Flares: Continuous Pilot, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,,,Flares: Continuous Pilot Light,
1816,2310002305,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Oil And Gas Production,Flares: Flaring Operations,Industrial Processes - Oil & Gas Production,"Oil & Gas: Flares: Flaring Operations, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,,,Flares: Flaring Operations,
1821,2310010100,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,4/21/2015,,,,Industrial Processes,Oil and Gas Exploration and Production,Crude Petroleum,Oil Well Heaters,Industrial Processes - Oil & Gas Production,Oil & Gas: Crude Petroleum; Oil Well Heaters,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,O&G Production Tool,,Oil Well Heaters,
1829,2310011100,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Heater Treater,Industrial Processes - Oil & Gas Production,"Oil & Gas: Heater Treater, On-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,,,Heater Treater,
1840,2310011600,"Oct 21, 2019 11:34:14 PM",No,,Nonpoint,,No,Active in favor of retiring the more general code that maps to it.,,12/12/2018,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Oil Production,Artificial Lift Engines,Industrial Processes - Oil & Gas Production,"Oil & Gas: Artificial Lift Engines, On-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,O&G Production Tool,,Artificial Lift Engines,
1853,2310020600,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Natural Gas,Compressor Engines,Industrial Processes - Oil & Gas Production,Oil & Gas: NG: Compressor Engines,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Compressor Engines,
1860,2310021100,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,4/21/2015,,Gas Well Heaters,B,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Gas Well Heaters,Industrial Processes - Oil & Gas Production,Oil & Gas: On-Shore Gas Prod; Gas Well Heaters,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,O&G Production Tool,,Gas Well Heaters,
1861,2310021101,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 2Cycle Lean Burn Compressor Engines < 50 HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 2Cyc Lean, ,50HP, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 2Cycle Lean Burn Compressor Engines < 50 HP,Natural Gas
1862,2310021102,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,4/21/2015,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 2Cycle Lean Burn Compressor Engines 50 To 499 HP,Industrial Processes - Oil & Gas Production,Oil & Gas: On-Shore Gas 2SLB Compress 50-499 HP,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,O&G Production Tool,,Natural Gas Fired 2Cycle Lean Burn Compressor Engines 50 To 499 HP,Natural Gas
1863,2310021103,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 2Cycle Lean Burn Compressor Engines 500+ HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 2Cyc Lean, 500+HP, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 2Cycle Lean Burn Compressor Engines 500+ HP,Natural Gas
1864,2310021109,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Total: All Natural Gas Fired 2Cycle Lean Burn Compressor Engines,Industrial Processes - Oil & Gas Production,"Oil & Gas: Total: NG, 2Cyc Lean Comp Eng, On-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Total: All Natural Gas Fired 2Cycle Lean Burn Compressor Engines,Natural Gas
1865,2310021201,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 4Cycle Lean Burn Compressor Engines <50 HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 4Cyc Lean, <50HP, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Lean Burn Compressor Engines <50 HP,Natural Gas
1866,2310021202,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,4/21/2015,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP,Industrial Processes - Oil & Gas Production,Oil & Gas:On-Shor Gas Prod;NG4SLB Comp 50-499 HP,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,O&G Production Tool,,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP,Natural Gas
1867,2310021203,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 500+ HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 4Cyc Lean, 500+HP, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 500+ HP,Natural Gas
1868,2310021209,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Total: All Natural Gas Fired 4Cycle Lean Burn Compressor Engines,Industrial Processes - Oil & Gas Production,"Oil & Gas: Total: NG 4Cyc Lean Comp Eng, On-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Total: All Natural Gas Fired 4Cycle Lean Burn Compressor Engines,Natural Gas
1871,2310021301,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 4Cyc Rich, <50HP, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP,Natural Gas
1872,2310021302,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,4/21/2015,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP,Industrial Processes - Oil & Gas Production,Oil & Gas:On-Shor Gas Prod;NG4SRB Comp 50-499 HP,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,O&G Production Tool,,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP,Natural Gas
1873,2310021303,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 4Cyc Rich, 500+ HP, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP,Natural Gas
1874,2310021309,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Total: All Natural Gas Fired 4Cycle Rich Burn Compressor Engines,Industrial Processes - Oil & Gas Production,"Oil & Gas: Total: NG 4Cyc Rich Comp Eng, On-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Total: All Natural Gas Fired 4Cycle Rich Burn Compressor Engines,Natural Gas
1878,2310021401,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Nat Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP w/NSCR,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 4Cyc Rich, <50HP w/NSCR, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Nat Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP w/NSCR,Natural Gas
1879,2310021402,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Nat Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP w/NSCR,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 4Cyc Rich, 50-499HP w/NSCR, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Nat Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP w/NSCR,Natural Gas
1880,2310021403,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Nat Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP w/NSCR,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG, 4Cyc Rich, 500+ HP w/NSCR, Onshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Nat Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP w/NSCR,Natural Gas
1881,2310021409,"Aug 4, 2021 3:06:12 PM",No,,Nonpoint,4/14/2009,No,,,8/4/2021,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Total: All Nat Gas Fired 4Cycle Rich Burn Compressor Engines w/NSCR,Industrial Processes - Oil & Gas Production,O&G:Tot:NatGasFird4CycRichBurnCompEngw/NSCROnShore,Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Total: All Nat Gas Fired 4Cycle Rich Burn Compressor Engines w/NSCR,Natural Gas
1900,2310021700,"Mar 21, 2024 4:59:49 PM",No,,Nonpoint,,No,Correction to short name,,3/19/2024,,,,Industrial Processes,Oil and Gas Exploration and Production,On-Shore Gas Production,Miscellaneous Engines,Industrial Processes - Oil & Gas Production,"Oil & Gas: Miscellaneous Engines, On-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,,,Miscellaneous Engines,
1906,2310022051,"Aug 4, 2021 3:18:27 PM",No,,Nonpoint,4/14/2009,No,,,8/4/2021,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Turbines: Natural Gas,Industrial Processes - Oil & Gas Production,"O&G: Turbines: Natural Gas, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Turbines,Natural Gas
1907,2310022090,"Aug 4, 2021 3:10:14 PM",No,,Nonpoint,4/14/2009,No,,,8/4/2021,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Boilers/Heaters: Natural Gas,Industrial Processes - Oil & Gas Production,"O&G: Boilers/Heaters: Natural Gas, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Boilers/Heaters,Natural Gas
1908,2310022101,"Oct 21, 2019 11:34:15 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 2Cycle Lean Burn Compressor Engines < 50 HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG: 2Cyc Lean, <50HP, Offshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 2Cycle Lean Burn Compressor Engines < 50 HP,Natural Gas
1909,2310022102,"Oct 21, 2019 11:34:15 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 2Cycle Lean Burn Compressor Engines 50 To 499 HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG: 2Cyc Lean, 50-499HP, Offshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 2Cycle Lean Burn Compressor Engines 50 To 499 HP,Natural Gas
1910,2310022103,"Oct 21, 2019 11:34:15 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 2Cycle Lean Burn Compressor Engines 500+ HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG: 2Cyc Lean, 500+HP, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 2Cycle Lean Burn Compressor Engines 500+ HP,Natural Gas
1911,2310022105,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Diesel Engines,Industrial Processes - Oil & Gas Production,"Oil & Gas: Diesel Engines, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,,,Diesel Engines,Diesel
1912,2310022109,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Total: All Natural Gas Fired 2Cycle Lean Burn Compressor Engines,Industrial Processes - Oil & Gas Production,"O&G: Total: NG, 2Cyc Lean Burn Com Eng, Offshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Total: All Natural Gas Fired 2Cycle Lean Burn Compressor Engines,Natural Gas
1913,2310022201,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 4Cycle Lean Burn Compressor Engines <50 HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG: 4Cyc Lean, <50HP, Offshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Lean Burn Compressor Engines <50 HP,Natural Gas
1914,2310022202,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG: 4Cyc Lean, 50-499HP, Offshore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 50 To 499 HP,Natural Gas
1915,2310022203,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 500+ HP,Industrial Processes - Oil & Gas Production,"Oil & Gas: NG: 4Cyc Lean, 500+HP, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Lean Burn Compressor Engines 500+ HP,Natural Gas
1916,2310022300,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Compressor Engines: 4Cycle Rich,Industrial Processes - Oil & Gas Production,"Oil & Gas: Compressor Eng: 4Cycle Rich, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,99.0,Other,,,Compressor Engines: 4Cycle Rich,
1917,2310022301,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP,Industrial Processes - Oil & Gas Production,"O&G: NG ,4Cycle Comp Eng, <50HP, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP,Natural Gas
1918,2310022302,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP,Industrial Processes - Oil & Gas Production,"O&G: NG ,4Cycle Comp Eng,50-499HP, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP,Natural Gas
1919,2310022303,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP,Industrial Processes - Oil & Gas Production,"O&G: NG ,4Cycle Comp Eng, 500+HP, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Natural Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP,Natural Gas
1920,2310022401,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Nat Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP w/NSCR,Industrial Processes - Oil & Gas Production,"O&G: NG ,4Cycle Comp Eng, <50HP w/NCR, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Nat Gas Fired 4Cycle Rich Burn Compressor Engines <50 HP w/NSCR,Natural Gas
1921,2310022402,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Nat Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP w/NSCR,Industrial Processes - Oil & Gas Production,"O&G: NG ,4Cycle Comp Eng,50-499HP w/NCR, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Nat Gas Fired 4Cycle Rich Burn Compressor Engines 50 To 499 HP w/NSCR,Natural Gas
1922,2310022403,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Nat Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP w/NSCR,Industrial Processes - Oil & Gas Production,"O&G: NG ,4Cycle Comp Eng, 500+HP w/NCR, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Nat Gas Fired 4Cycle Rich Burn Compressor Engines 500+ HP w/NSCR,Natural Gas
1923,2310022409,"Oct 21, 2019 11:34:16 PM",No,,Nonpoint,,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Off-Shore Gas Production,Total: All Nat Gas Fired 4Cycle Rich Burn Compressor Engines w/NSCR,Industrial Processes - Oil & Gas Production,"O&G: Total: NG ,4Cycle Comp Eng w/NCR, Off-Shore",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,,,Total: All Nat Gas Fired 4Cycle Rich Burn Compressor Engines w/NSCR,Natural Gas
1930,2310023000,"Jul 29, 2021 8:57:31 PM",No,,Nonpoint,4/14/2009,No,,,3/14/2012,,,,Industrial Processes,Oil and Gas Exploration and Production,Coal Bed Methane Natural Gas,Dewatering Pump Engines,Industrial Processes - Oil & Gas Production,"Oil & Gas: CBM, Dewatering Pump Engines,",Active,6.0,Petroleum & Related Industries,1.0,Oil & Gas Production,1.0,Natural Gas,O&G Production Tool,,Dewatering Pump Engines,
